,Orden original,Comisión,Congresistas,Cargo,Bancada,Sesión,Fecha,Asistencia,Licencia,Inas. Just.,Inas. Inj.,
14,10180,Economia,MONTEZA FACHO SILVIA MARÍA,Presidenta,Accion Popular,,,1,-,-,-,23 Registro de Asistencia de la Vigésimo Tercera Sesión Ordinaria Comisión de Eonomía (1).xlsx
14,10219,Economia,MONTEZA FACHO SILVIA MARÍA,Presidenta,Accion Popular,,,1,-,-,-,10 Registro de Asistencia Décima Sesión Ordinaria Economia (11).xlsx
23,10361,FISCALIZACIÓN,MONTEZA FACHO SILVIA MARÍA,Titular,Acción Popular,SO 013-N PENAL ANCÓN I,2022-05-11 00:00:00,,,1,,SO 013-N PENAL ANCÓN I Asistencia.xlsx
23,10780,FISCALIZACIÓN,MONTEZA FACHO SILVIA MARÍA,Titular,Acción Popular,Elecc. e Instalac.,2021-08-18 00:00:00,1,,,,SEEIMD ASISTENCIA.xlsx
14,11003,Economia,MONTEZA FACHO SILVIA MARÍA,Presidenta,Accion Popular,,,1,-,-,-,13 REGISTRO DE ASISTENCIA DE LA DÉCIMO TERCERA SESIÓN ORDINARIA.xlsx
24,11083,FISCALIZACIÓN,MONTEZA FACHO SILVIA MARÍA,Titular,Acción Popular,SO 003,2021-09-08 00:00:00,1,,,,SO 003 Asistencia.xlsx
23,11137,"COMISIÓN DE PUEBLOS ANDINOS, AMAZÓNICOS, AFROPERUANOS, AMBIENTE Y ECOLOGÍA",MONTEZA FACHO SILVIA MARÍA,Titular,Acción Popular,17ma Ord.,2022-03-30 00:00:00,1,,,,ASISTENCIA DÉCIMA SÉPTIMA SESIÓN ORD. CPAAAAE (MIÉRCOLES 30.03.2022).xlsx
23,11161,"COMISIÓN DE PUEBLOS ANDINOS, AMAZÓNICOS, AFROPERUANOS, AMBIENTE Y ECOLOGÍA",MONTEZA FACHO SILVIA MARÍA,Titular,Acción Popular,17ma Ext. (Com. Invest. Moción 1868),2022-06-03 00:00:00,1,,,,ASISTENCIA DÉCIMA SEPTIMA SESIÓN EXTR. CPAAAAE (COM. INVEST. MOCIÓN 1868 (VIERNES 03.06.2022).xlsx
23,11185,"COMISIÓN DE PUEBLOS ANDINOS, AMAZÓNICOS, AFROPERUANOS, AMBIENTE Y ECOLOGÍA",MONTEZA FACHO SILVIA MARÍA,Titular,Acción Popular,9na Ext. (Com. Invest. Moción 1868),2022-03-18 00:00:00,,,1,,ASISTENCIA NOVENA SESIÓN EXTR. CPAAAAE (COM. INVEST. MOCIÓN 1868 (VIERNES 18.03.2022).xlsx
14,11200,Economia,MONTEZA FACHO SILVIA MARÍA,Presidenta,Accion Popular,,,1,-,-,-,04 Registro de Asistencia Cuarta Sesión Ordinaria Economia (1).xlsx
23,11540,FISCALIZACIÓN,MONTEZA FACHO SILVIA MARÍA,Titular,Acción Popular,SO 013-J-MATINAL,2022-04-27 00:00:00,1,,,,SO 013-J MATINAL Asistencia.xlsx
23,11580,"COMISIÓN DE PUEBLOS ANDINOS, AMAZÓNICOS, AFROPERUANOS, AMBIENTE Y ECOLOGÍA",MONTEZA FACHO SILVIA MARÍA,Titular,Acción Popular,3ra Ses. y Audie. Púb. Desc. (Puno),2022-03-16 00:00:00,,,1,,ASISTENCIA TERCERA SESIÓN Y AUDIENCIA PÚBLICA DESCENT. - PUNO COMISIÓN PUEBLOS ANDINOS (MIÉRCOLES 16.03.2022).xlsx
23,11604,"COMISIÓN DE PUEBLOS ANDINOS, AMAZÓNICOS, AFROPERUANOS, AMBIENTE Y ECOLOGÍA",MONTEZA FACHO SILVIA MARÍA,Titular,Acción Popular,5ta Ord.,2021-10-06 00:00:00,,1,,,ASISTENCIA QUINTA SESIÓN ORDINARIA COMISIÓN PUEBLOS ANDINOS (MIÉRCOLES 06.10.2021).xlsx
14,11621,Economía,MONTEZA FACHO SILVIA MARÍA,Presidenta,Accion Popular,,,1,-,-,-,22 Registro de Asistencia de la Vigésimo Segunda Sesión Ordinaria Comisión de Eonomía.xlsx
23,11755,FISCALIZACIÓN,MONTEZA FACHO SILVIA MARÍA,Titular,Acción Popular,SE 006-C,2022-03-18 00:00:00,1,,,,SE 006-C Asistencia.xlsx
23,11817,"COMISIÓN DE PUEBLOS ANDINOS, AMAZÓNICOS, AFROPERUANOS, AMBIENTE Y ECOLOGÍA",MONTEZA FACHO SILVIA MARÍA,Titular,Acción Popular,3ra Ext. (Instalación Com. Invest. Moción 1868),2022-02-07 00:00:00,1,,,,ASISTENCIA TERCERA SESIÓN EXTR. CPAAAAE (INST. COM. INVEST. MOCIÓN 1868 (LUNES 7.02.2022).xlsx
14,11874,Economia,MONTEZA FACHO SILVIA MARÍA,Presidenta,Accion Popular,,,1,-,-,-,02 Asistencia Segunda Sesión Extraordinaria Economia (16).xlsx
23,11916,"COMISIÓN DE PUEBLOS ANDINOS, AMAZÓNICOS, AFROPERUANOS, AMBIENTE Y ECOLOGÍA",MONTEZA FACHO SILVIA MARÍA,Titular,Acción Popular,8va. Ord.,2021-11-17 00:00:00,1,,,,ASISTENCIA OCTAVA SESIÓN ORDINARIA COMISIÓN PUEBLOS ANDINOS (MIÉRCOLES 17.11.2021).xlsx
23,12069,FISCALIZACIÓN,MONTEZA FACHO SILVIA MARÍA,Titular,Acción Popular,SE 005-F,2022-04-12 00:00:00,,,1,,SE 005-F Asistencia.xlsx
23,12456,FISCALIZACIÓN,MONTEZA FACHO SILVIA MARÍA,Titular,Acción Popular,SO 008,2021-10-27 00:00:00,,1,,,SO 008 Asistencia.xlsx
23,12542,"COMISIÓN DE PUEBLOS ANDINOS, AMAZÓNICOS, AFROPERUANOS, AMBIENTE Y ECOLOGÍA",MONTEZA FACHO SILVIA MARÍA,Titular,Acción Popular,19na Sesión Ext.,2022-07-01 00:00:00,1,,,,ASISTENCIA DÉCIMA NOVENA SESIÓN EXTR. CPAAAAE (VIERNES 01.07.2022).xlsx
23,12566,"COMISIÓN DE PUEBLOS ANDINOS, AMAZÓNICOS, AFROPERUANOS, AMBIENTE Y ECOLOGÍA",MONTEZA FACHO SILVIA MARÍA,Titular,Acción Popular,1ra Descent. y Aud. Pública (Iquitos),2021-10-27 00:00:00,,1,,,"ASISTENCIA PRIMERA SESIÓN Y AUDIENCIA PÚBLICA DESCENT. - IQUITOS, COMISIÓN PUEBLOS ANDINOS (MIÉRCOLES 27.10.2021).xlsx"
23,12867,FISCALIZACIÓN,MONTEZA FACHO SILVIA MARÍA,Titular,Acción Popular,SE 006-F,2022-06-15 00:00:00,1,,,,SE 006-F Asistencia.xlsx
23,12945,FISCALIZACIÓN,MONTEZA FACHO SILVIA MARÍA,Titular,Acción Popular,SO 013-D,2022-02-15 00:00:00,1,,,,SO 013-D Asistencia.xlsx
23,13001,"COMISIÓN DE PUEBLOS ANDINOS, AMAZÓNICOS, AFROPERUANOS, AMBIENTE Y ECOLOGÍA",MONTEZA FACHO SILVIA MARÍA,Titular,Acción Popular,14ta Ext. (Com. Invest. Moción 1868),2022-05-13 00:00:00,,1,,,ASISTENCIA DÉCIMA CUARTA SESIÓN EXTR. CPAAAAE (COM. INVEST. MOCIÓN 1868 (VIERNES 13.05.2022).xlsx
23,13145,"COMISIÓN DE PUEBLOS ANDINOS, AMAZÓNICOS, AFROPERUANOS, AMBIENTE Y ECOLOGÍA",MONTEZA FACHO SILVIA MARÍA,Titular,Acción Popular,12ava. Ord.,2022-01-19 00:00:00,1,,,,ASISTENCIA DÉCIMA SEGUNDA SESIÓN ORDINARIA COMISIÓN PUEBLOS ANDINOS (MIÉRCOLES 19.01.2022).xlsx
23,13236,FISCALIZACIÓN,MONTEZA FACHO SILVIA MARÍA,Titular,Acción Popular,SE 009,2022-06-30 00:00:00,1,,,,SE 009 Asistencia.xlsx
23,13277,FISCALIZACIÓN,MONTEZA FACHO SILVIA MARÍA,Titular,Acción Popular,SO 013-C,2022-02-09 00:00:00,1,,,,SO 013-C Asistencia.xlsx
23,13342,FISCALIZACIÓN,MONTEZA FACHO SILVIA MARÍA,Titular,Acción Popular,SO 010,2021-11-10 00:00:00,1,,,,SO 010 Asistencia.xlsx
24,13509,FISCALIZACIÓN,MONTEZA FACHO SILVIA MARÍA,Titular,Acción Popular,SO 004,2021-09-15 00:00:00,1,,,,SO 004 Asistencia.xlsx
14,13545,Economia,MONTEZA FACHO SILVIA MARÍA,Presidenta,Accion Popular,,,1,-,-,-,01 Registro de Asisencia de la Primera Sesión Ordinaria de Economia 25.08.21 (3).xlsx
23,13611,"COMISIÓN DE PUEBLOS ANDINOS, AMAZÓNICOS, AFROPERUANOS, AMBIENTE Y ECOLOGÍA",MONTEZA FACHO SILVIA MARÍA,Titular,Acción Popular,12ava Ext. (Com. Invest. Moción 1868),2022-04-22 00:00:00,,,,,ASISTENCIA DÉCIMA SEGUNDA SESIÓN EXTR. CPAAAAE (COM. INVEST. MOCIÓN 1868 (MIÉRCOLES 13.04.2022) se suspendió.xlsx
23,13635,FISCALIZACIÓN,MONTEZA FACHO SILVIA MARÍA,Titular,Acción Popular,SE 003,2022-01-06 00:00:00,,,1,,SE 003 Asistencia.xlsx
40,13700,DESCENTRALIZACIÓN,Monteza Facho Silvia María,Accesitario,Acción Popular,,,,,,,ASISTENCIA DESCENTRALIZACIÓN - INSTALACION agosto 2021-2022.xlsx
23,13765,FISCALIZACIÓN,MONTEZA FACHO SILVIA MARÍA,Titular,Acción Popular,SO 013,2022-01-12 00:00:00,1,,,,SO 013 Asistencia.xlsx
14,13797,Economia,MONTEZA FACHO SILVIA MARÍA,Presidenta,Accion Popular,,,1,-,-,-,09 Registro de Asistencia Novena Ordinaria Economia (2).xlsx
23,13868,"COMISIÓN DE PUEBLOS ANDINOS, AMAZÓNICOS, AFROPERUANOS, AMBIENTE Y ECOLOGÍA",MONTEZA FACHO SILVIA MARÍA,Titular,Acción Popular,19na Ord.,2022-04-13 00:00:00,1,,,,ASISTENCIA DÉCIMA NOVENA SESIÓN ORD. CPAAAAE (MIÉRCOLES 13.04.2022).xlsx
23,13915,"COMISIÓN DE PUEBLOS ANDINOS, AMAZÓNICOS, AFROPERUANOS, AMBIENTE Y ECOLOGÍA",MONTEZA FACHO SILVIA MARÍA,Titular,Acción Popular,11ava. Ord.,2022-01-05 00:00:00,1,,,,ASISTENCIA DÉCIMA PRIMERA SESIÓN ORDINARIA COMISIÓN PUEBLOS ANDINOS (MIÉRCOLES 05.01.2022).xlsx
23,13941,FISCALIZACIÓN,MONTEZA FACHO SILVIA MARÍA,Titular,Acción Popular,SO 012,2022-01-05 00:00:00,,1,,,SO 012 Asistencia.xlsx
23,14094,FISCALIZACIÓN,MONTEZA FACHO SILVIA MARÍA,Titular,Acción Popular,SO 013-G,2022-03-16 00:00:00,1,,,,SO 013-G Asistencia.xlsx
23,14684,FISCALIZACIÓN,MONTEZA FACHO SILVIA MARÍA,Titular,Acción Popular,SE 005-C,2022-03-10 00:00:00,1,,,,SE 005-C Asistencia.xlsx
23,14730,"COMISIÓN DE PUEBLOS ANDINOS, AMAZÓNICOS, AFROPERUANOS, AMBIENTE Y ECOLOGÍA",MONTEZA FACHO SILVIA MARÍA,Titular,Acción Popular,8va Ext. (Com. Invest. Moción 1868),2022-03-09 00:00:00,,1,,,ASISTENCIA OCTAVA SESIÓN EXTR. CPAAAAE (COM. INVEST. MOCIÓN 1868 (MIÉRCOLES 09.03.2022).xlsx
23,14822,FISCALIZACIÓN,MONTEZA FACHO SILVIA MARÍA,Titular,Acción Popular,SE 005-K,2022-06-07 00:00:00,1,,,,SE 005-K Asistencia.xlsx
23,15108,FISCALIZACIÓN,MONTEZA FACHO SILVIA MARÍA,Titular,Acción Popular,SO 013-O,2022-05-13 00:00:00,,,1,,SO 013-O Asistencia.xlsx
45,15259,DESCENTRALIZACIÓN,Monteza Facho Silvia María,Accesitario,Acción Popular,,,,,,,ASISTENCIA DESCENTRALIZACIÓN 2021-2022 - Enero 2022.xlsx
23,15328,"COMISIÓN DE PUEBLOS ANDINOS, AMAZÓNICOS, AFROPERUANOS, AMBIENTE Y ECOLOGÍA",MONTEZA FACHO SILVIA MARÍA,Titular,Acción Popular,7ma Ext. (Com. Invest. Moción 1868),2022-03-04 00:00:00,,1,,,ASISTENCIA SÉTIMA SESIÓN EXTR. CPAAAAE (COM. INVEST. MOCIÓN 1868 (VIERNES 04.03.2022).xlsx
14,15483,Economia,MONTEZA FACHO SILVIA MARÍA,Presidenta,Accion Popular,,,1,-,-,-,26 Registro de Asistencia de la Vigésimo Sexta Sesión Ordinaria Comisión de Eonomía (1) (1).xlsx
23,15526,FISCALIZACIÓN,MONTEZA FACHO SILVIA MARÍA,Titular,Acción Popular,SE 005-J,2022-05-31 00:00:00,1,,,,SE 005-J Asistencia.xlsx
14,15694,Economia,MONTEZA FACHO SILVIA MARÍA,Presidenta,Accion Popular,,,1,-,-,-,07 Registro de Asistencia Sétima Sesión Ordinaria Economia (18).xlsx
14,15743,Economia,Monteza Facho Silvia María,Presidenta,Accion Popular,2da. S.O.,2021-09-01 00:00:00,1,-,-,,02 Registro de Asistencia Segunda Sesión Ordinaria Economia 01.09.2021 (1).xlsx
14,15775,Economia,MONTEZA FACHO SILVIA MARÍA,Presidenta,Accion Popular,,,1,-,-,-,14 REGISTRO DE ASISTENCIA DE LA DÉCIMO CUARTA SESIÓN ORDINARIA.xlsx
14,15808,Economia,MONTEZA FACHO SILVIA MARÍA,Presidenta,Accion Popular,,,1,-,-,-,11 Registro de Asistencia de la Décimo Primera Sesión Ordinaria.xlsx
14,15911,Economia,MONTEZA FACHO SILVIA MARÍA,Presidenta,Accion Popular,,,1,-,-,-,12 12 ava. Sesión Extraordinaaria Comisión de Eonomía (8).xlsx
23,16148,"COMISIÓN DE PUEBLOS ANDINOS, AMAZÓNICOS, AFROPERUANOS, AMBIENTE Y ECOLOGÍA",MONTEZA FACHO SILVIA MARÍA,Titular,Acción Popular,1ra Ord.,2021-08-25 00:00:00,1,,,,ASISTENCIA PRIMERA SESIÓN ORDINARIA COMISIÓN PUEBLOS ANDINOS (MIÉRCOLES 25.08.2021).xlsx
23,16288,FISCALIZACIÓN,MONTEZA FACHO SILVIA MARÍA,Titular,Acción Popular,SE 001,2021-12-10 00:00:00,,1,,,SE 001 Asistencia.xlsx
23,16408,FISCALIZACIÓN,MONTEZA FACHO SILVIA MARÍA,Titular,Acción Popular,SO 013-M,2022-05-10 00:00:00,1,,,,SO 013-M Asistencia.xlsx
23,16448,"COMISIÓN DE PUEBLOS ANDINOS, AMAZÓNICOS, AFROPERUANOS, AMBIENTE Y ECOLOGÍA",MONTEZA FACHO SILVIA MARÍA,Titular,Acción Popular,4ta Ses. y Audie. Púb. Desc. (Cusco),2022-05-04 00:00:00,,1,,,ASISTENCIA CUARTA SESIÓN Y AUDIENCIA PÚBLICA DESCENT. - CUSCO COMISIÓN PUEBLOS ANDINOS (MIÉRCOLES 04.05.2022).xlsx
45,16605,DESCENTRALIZACIÓN,Monteza Facho Silvia María,Accesitario,Acción Popular,,,,,,,ASISTENCIA DESCENTRALIZACIÓN 2021-2022 - Octubre 2021.xlsx
14,16638,Economia,MONTEZA FACHO SILVIA MARÍA,Presidenta,Accion Popular,,,1,-,-,-,03 Asistencia Tercera Sesión Extraordinaria Economia (5) - copia (21).xlsx
23,16766,FISCALIZACIÓN,MONTEZA FACHO SILVIA MARÍA,Titular,Acción Popular,SE 006-B,2022-03-11 00:00:00,1,,,,SE 006-B Asistencia.xlsx
14,16827,Economia,MONTEZA FACHO SILVIA MARÍA,Presidenta,Accion Popular,,,1,-,-,-,16 Registro de Asistencia de la Décimo Sexta Ordinaria Comisión de Eonomía (3).xlsx
23,16869,FISCALIZACIÓN,MONTEZA FACHO SILVIA MARÍA,Titular,Acción Popular,SE 004,2022-01-06 00:00:00,,,1,,SE 004 Asistencia.xlsx
23,16958,"COMISIÓN DE PUEBLOS ANDINOS, AMAZÓNICOS, AFROPERUANOS, AMBIENTE Y ECOLOGÍA",MONTEZA FACHO SILVIA MARÍA,Titular,Acción Popular,3ra Ord.,2021-09-08 00:00:00,1,,,,ASISTENCIA TERCERA SESIÓN ORDINARIA COMISIÓN PUEBLOS ANDINOS (MIÉRCOLES 08.09.2021).xlsx
45,17006,DESCENTRALIZACIÓN,Monteza Facho Silvia María,Accesitario,Acción Popular,,,,,,,ASISTENCIA DESCENTRALIZACIÓN 2021-2022 - Noviembre 2021.xlsx
43,593,VIVIENDA,"Monteza Facho, Silvia María",Accesitaria,Acción Popular,,,,,,,Sesión 19 (6-06).xlsx
43,982,VIVIENDA,"Monteza Facho, Silvia María",Accesitaria,Acción Popular,,,,,,,Sesión 20 (27-06).xlsx
43,2322,VIVIENDA,"Monteza Facho, Silvia María",Accesitaria,Acción Popular,,,,,,,Sesión 21 (4-07).xlsx
43,2451,VIVIENDA,"Monteza Facho, Silvia María",Accesitaria,Acción Popular,,,,,,,Sesión 14 (7-3).xlsx
43,3561,VIVIENDA,"Monteza Facho, Silvia María",Accesitaria,Acción Popular,,,,,,,Sesión 04 (27-9).xlsx
43,3740,VIVIENDA,"Monteza Facho, Silvia María",Accesitaria,Acción Popular,,,,,,,Sesión 03 (13-9).xlsx
43,3878,VIVIENDA,"Monteza Facho, Silvia María",Accesitaria,Acción Popular,,,,,,,Sesión 18 (23-05).xlsx
43,3920,VIVIENDA,"Monteza Facho, Silvia María",Accesitaria,Acción Popular,,,,,,,Sesión 16 (25-4).xlsx
43,4738,VIVIENDA,"Monteza Facho, Silvia María",Accesitaria,Acción Popular,,,,,,,Sesión 15 (11-4).xlsx
43,5501,VIVIENDA,"Monteza Facho, Silvia María",Accesitaria,Acción Popular,,,,,,,Sesión 05 (04-10).xlsx
43,5658,VIVIENDA,"Monteza Facho, Silvia María",Accesitaria,Acción Popular,,,,,,,Sesión 10 (20-12).xlsx
43,5963,VIVIENDA,"Monteza Facho, Silvia María",Accesitaria,Acción Popular,,,,,,,Sesión 17 (9-05).xlsx
43,6105,VIVIENDA,"Monteza Facho, Silvia María",Accesitaria,Acción Popular,,,,,,,Sesión 07 (15-11).xlsx
43,6578,VIVIENDA,"Monteza Facho, Silvia María",Accesitaria,Acción Popular,,,,,,,Sesión 13 (7-2).xlsx
56,7713,PRESUPUESTO,"Monteza Facho, Silvia María",Accesitario,Acción Popular,,,,,,,ASISTENCIA-COMISIONPPTO-2021-2022.xlsx
21,8078,CESIP -OCDE,"MONTEZA FACHO, Silvia María",Titular,Acción Popular,,,1,,,,1ra SO ASISTENCIA.xlsx
43,9292,VIVIENDA,"Monteza Facho, Silvia María",Accesitaria,Acción Popular,,,,,,,Sesión 22 (11-07).xlsx
43,10281,VIVIENDA,"Monteza Facho, Silvia María",Accesitaria,Acción Popular,,,,,,,Sesión 02 (6-9).xlsx
42,10666,VIVIENDA,"Monteza Facho, Silvia María",Accesitaria,Acción Popular,,,-,,,,Sesión 01 (23-8).xlsx
43,11360,VIVIENDA,"Monteza Facho, Silvia María",Accesitaria,Acción Popular,,,,,,,Sesión 09 (13-12).xlsx
43,11861,VIVIENDA,"Monteza Facho, Silvia María",Accesitaria,Acción Popular,,,,,,,Sesión 11 (10-1).xlsx
43,12286,VIVIENDA,"Monteza Facho, Silvia María",Accesitaria,Acción Popular,,,,,,,Sesión Extraordinaria 1ra. (15-02-22).xlsx
43,12427,VIVIENDA,"Monteza Facho, Silvia María",Accesitaria,Acción Popular,,,,,,,Sesión 12 (17-1).xlsx
43,14002,VIVIENDA,"Monteza Facho, Silvia María",Accesitaria,Acción Popular,,,,,,,Sesión 06 (18-10).xlsx
43,16101,VIVIENDA,"Monteza Facho, Silvia María",Accesitaria,Acción Popular,,,,,,,Sesión 08 (22-12).xlsx
27,445,Economía,MONTOYA MANRIQUE JORGE CARLOS,Titular,Renovación Popular,,,1,-,-,-,10 Asistencia Decima Sesión Extraordinaria Economia (3) (2).xlsx
27,543,Economia,MONTOYA MANRIQUE JORGE CARLOS,Titular,Renovación Popular,,,1,-,-,-,25 Registro de Asistencia de la Vigésimo Quinta Sesión Ordinaria Comisión de Eonomía (2).xlsx
27,1385,Economia,MONTOYA MANRIQUE JORGE CARLOS,Titular,Renovación Popular,,,-,1,-,-,15 Registro de Asistenia de la Décimo Quinta Sesión Ordinaria.xlsx
27,1418,Economia,MONTOYA MANRIQUE JORGE CARLOS,Titular,Renovación Popular,,,1,-,-,-,20 Registro de Asistencia de la la Vigésima Sesión Ordinaria Comisión de Eonomía (2).xlsx
28,1672,Economia,MONTOYA MANRIQUE JORGE CARLOS,Titular,Renovación Popular,,,-,1,-,-,17 Registro de Asistencia de la Décimo Setima Comisión de Eonomía (5).xlsx
27,2493,Economía,MONTOYA MANRIQUE JORGE CARLOS,Titular,Renovación Popular,,,1,-,-,-,07 7ma . Sesión Extraordinariadesentralizada (3).xlsx
27,2558,Economia,MONTOYA MANRIQUE JORGE CARLOS,Titular,Renovación Popular,,,-,1,-,-,05 Registro de Asistencia Quinta Sesión Ordinaria Economia - (1).xlsx
27,2692,Economia,MONTOYA MANRIQUE JORGE CARLOS,Titular,Renovación Popular,,,1,-,-,-,06 Registro de Asistencia Sexta Sesión Ordinaria Economia (4).xlsx
27,2975,Economia,MONTOYA MANRIQUE JORGE CARLOS,Titular,Renovación Popular,,,-,1,-,-,06 Asistencia 6ta. Sesión Extraordinaria Comisión de Economia (3) (3) (8).xlsx
27,3511,Economia,MONTOYA MANRIQUE JORGE CARLOS,Titular,Renovación Popular,,,1,-,-,-,11 11ava Sesión Extraordinaaria Comisión de Eonomía (2) (1).xlsx
27,3822,Economía,MONTOYA MANRIQUE JORGE CARLOS,Titular,Renovación Popular,,,1,-,-,-,21 Registro de Asistencia de la Vigésimo Primera Sesión Ordinaria Comisión de Eonomía.xlsx
27,4165,Economia,MONTOYA MANRIQUE JORGE CARLOS,Titular,Renovación Popular,,,1,-,-,-,08 Registro de Asistencia Octava Sesión Ordinaria Economia (5) - copia (1).xlsx
27,4352,14,MONTOYA MANRIQUE JORGE CARLOS,Titular,Renovación Popular,,,1,-,-,-,08 8 ava. SESIÓN EXTRAORDINARIA 12.05.22 (1) (1).xlsx
27,4665,Economia,MONTOYA MANRIQUE JORGE CARLOS,Titular,Renovación Popular,,,-,1,-,-,12 Registro de Asistencia Décimo Doceava Sesión Ordinaria.xlsx
27,5698,14,MONTOYA MANRIQUE JORGE CARLOS,Titular,Renovación Popular,,,1,-,-,-,09 9 na. Sesión Extraordinaria Comisión de Eonomía.xlsx
27,6701,Economia,MONTOYA MANRIQUE JORGE CARLOS,Titular,Renovación Popular,,,1,-,-,-,05 Asistencia quinta Sesión Extraordinaria Comisión de Economia (3) (4).xlsx
28,7412,Economia,MONTOYA MANRIQUE JORGE CARLOS,Titular,Renovación Popular,,,1,-,-,-,03 Registro de Asistencia tercera Sesión Ordinaria Economia (2).xlsx
27,7491,14,MONTOYA MANRIQUE JORGE CARLOS,Titular,Renovación Popular,,,1,-,-,-,18 Registro de Asistencia la Décimo Octava Sesión Ordinaria Comisión de Eonomía (5) (1).xlsx
27,7542,Economia,MONTOYA MANRIQUE JORGE CARLOS,Titular,Renovación Popular,,,1,-,-,-,24 Registro de Asistencia de la Vigésimo Cuarta Sesión Ordinaria Comisión de Eonomía (4).xlsx
28,8013,Economia,MONTOYA MANRIQUE JORGE CARLOS,Titular,Renovación Popular,,,1,-,-,-,01 Asistencia1era. Sesión Extraordinaria Ordinaria Economia (8) (1).xlsx
27,8681,Economia,MONTOYA MANRIQUE JORGE CARLOS,Titular,Renovación Popular,,,1,-,-,-,04 Asistencia Cuarta Sesión Extraordinaria Comisión de Economia (15).xlsx
27,9893,14,MONTOYA MANRIQUE JORGE CARLOS,Titular,Renovación Popular,,,-,1,-,-,19 Registro de Asistencia de la Décimo Novena Sesión Ordinaria Comisión de Eonomía (11).xlsx
27,10193,Economia,MONTOYA MANRIQUE JORGE CARLOS,Titular,Renovación Popular,,,1,-,-,-,23 Registro de Asistencia de la Vigésimo Tercera Sesión Ordinaria Comisión de Eonomía (1).xlsx
27,10232,Economia,MONTOYA MANRIQUE JORGE CARLOS,Titular,Renovación Popular,,,-,1,-,-,10 Registro de Asistencia Décima Sesión Ordinaria Economia (11).xlsx
27,11016,Economia,MONTOYA MANRIQUE JORGE CARLOS,Titular,Renovación Popular,,,1,-,-,-,13 REGISTRO DE ASISTENCIA DE LA DÉCIMO TERCERA SESIÓN ORDINARIA.xlsx
27,11213,Economia,MONTOYA MANRIQUE JORGE CARLOS,Titular,Renovación Popular,,,1,-,-,-,04 Registro de Asistencia Cuarta Sesión Ordinaria Economia (1).xlsx
27,11634,Economía,MONTOYA MANRIQUE JORGE CARLOS,Titular,Renovación Popular,,,1,-,-,-,22 Registro de Asistencia de la Vigésimo Segunda Sesión Ordinaria Comisión de Eonomía.xlsx
27,11887,Economia,MONTOYA MANRIQUE JORGE CARLOS,Titular,Renovación Popular,,,1,-,-,-,02 Asistencia Segunda Sesión Extraordinaria Economia (16).xlsx
28,13559,Economia,MONTOYA MANRIQUE JORGE CARLOS,Titular,Renovación Popular,,,1,-,-,-,01 Registro de Asisencia de la Primera Sesión Ordinaria de Economia 25.08.21 (3).xlsx
27,13810,Economia,MONTOYA MANRIQUE JORGE CARLOS,Titular,Renovación Popular,,,-,1,-,-,09 Registro de Asistencia Novena Ordinaria Economia (2).xlsx
27,15496,Economia,MONTOYA MANRIQUE JORGE CARLOS,Titular,Renovación Popular,,,1,-,-,-,26 Registro de Asistencia de la Vigésimo Sexta Sesión Ordinaria Comisión de Eonomía (1) (1).xlsx
27,15707,Economia,MONTOYA MANRIQUE JORGE CARLOS,Titular,Renovación Popular,,,-,1,-,-,07 Registro de Asistencia Sétima Sesión Ordinaria Economia (18).xlsx
30,15759,Economia,Montoya Manrique Jorge Carlos,Titular,Renovación Popular,,,1,-,-,-,02 Registro de Asistencia Segunda Sesión Ordinaria Economia 01.09.2021 (1).xlsx
27,15788,Economia,MONTOYA MANRIQUE JORGE CARLOS,Titular,Renovación Popular,,,1,-,-,-,14 REGISTRO DE ASISTENCIA DE LA DÉCIMO CUARTA SESIÓN ORDINARIA.xlsx
27,15821,Economia,MONTOYA MANRIQUE JORGE CARLOS,Titular,Renovación Popular,,,1,-,-,-,11 Registro de Asistencia de la Décimo Primera Sesión Ordinaria.xlsx
27,15924,Economia,MONTOYA MANRIQUE JORGE CARLOS,Titular,Renovación Popular,,,1,-,-,-,12 12 ava. Sesión Extraordinaaria Comisión de Eonomía (8).xlsx
27,16651,Economia,MONTOYA MANRIQUE JORGE CARLOS,Titular,Renovación Popular,,,-,1,-,-,03 Asistencia Tercera Sesión Extraordinaria Economia (5) - copia (21).xlsx
27,16840,Economia,MONTOYA MANRIQUE JORGE CARLOS,Titular,Renovación Popular,,,-,1,-,-,16 Registro de Asistencia de la Décimo Sexta Ordinaria Comisión de Eonomía (3).xlsx
35,119,CIENCIA,"MONTOYA MANRIQUE, JORGE CARLOS",Accesitaria,Renovación Popular,,,,,,,9a SES. EXT. 1JUL22.xlsx
35,353,CIENCIA,"MONTOYA MANRIQUE, JORGE CARLOS",Accesitaria,Renovación Popular,,,,,,,FORMATO ASIST. 12a. SES. ORD 9FEB22.xlsx
35,487,CIENCIA,"MONTOYA MANRIQUE, JORGE CARLOS",Accesitaria,Renovación Popular,,,,,,,FORMATO ASIST. 16a. SES. ORD 30MAR22.xlsx
35,800,CIENCIA,"MONTOYA MANRIQUE, JORGE CARLOS",Accesitaria,Renovación Popular,,,,,,,23a. SES. ORD. 15JUN22.xlsx
35,1269,CIENCIA,"MONTOYA MANRIQUE, JORGE CARLOS",Accesitaria,Renovación Popular,,,,,,,20a. SES. ORD. 25MAY22.xlsx
